slug	name	country	city	email	kind	reason	source	url
civil-liberties	Civil Liberties	Canada	Toronto	605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com	offsite	off-domain (sentry-next.wixpress.com)	page-text	https://www.civillibertiesbar.com/
no-vacancy	No Vacancy	Canada	Toronto	%20events@goodnightcocktailclub.com	offsite	off-domain (goodnightcocktailclub.com)	form-config	https://www.novacancybar.ca/
no-vacancy	No Vacancy	Canada	Toronto	info.nv@novacancyto.ca	offsite	off-domain (novacancyto.ca)	page-text	https://www.novacancybar.ca/contact
library-bar-toronto	Library Bar	Canada	Toronto	ryh.restaurantreservations@fairmont.com	group	fairmont group or hotel inbox	form-config	https://www.fairmont.com/en/hotels/toronto/fairmont-royal-york/dining/librarybar.bar.html
library-bar-toronto	Library Bar	Canada	Toronto	ryh.royalservice@fairmont.com	group	fairmont group or hotel inbox	form-config	https://www.fairmont.com/en/hotels/toronto/fairmont-royal-york/dining/librarybar.bar.html
library-bar-toronto	Library Bar	Canada	Toronto	ryhbellcaptains@fairmont.com	group	fairmont group or hotel inbox	form-config	https://www.fairmont.com/en/hotels/toronto/fairmont-royal-york/location-contact.html
jahreszeiten-bar-hamburg	Jahreszeiten Bar	Germany	Hamburg	hamburg@fairmont.com	group	fairmont group or hotel inbox	form-config	https://www.fairmont.com/en/hotels/hamburg/fairmont-hotel-vier-jahreszeiten/dining/jahreszeiten-bar.bar.html
jahreszeiten-bar-hamburg	Jahreszeiten Bar	Germany	Hamburg	reservations@fairmont.com	group	fairmont group or hotel inbox	form-config	https://www.fairmont.com/en/web-accessibility.html
toddy-tapper-cologne	Toddy Tapper	Germany	Cologne	bar@toddytapper.de	offsite	off-domain (toddytapper.de)	form-config	https://www.toddytapperbar.de/contact-us
toddy-tapper-cologne	Toddy Tapper	Germany	Cologne	info@domainname.com	offsite	off-domain (domainname.com)	form-config	https://www.toddytapperbar.de/contact-us
sieferle-ko-bar-mannheim	Sieferle & KØ Bar	Germany	Mannheim	info@hagestolzbar.de	offsite	off-domain (hagestolzbar.de)	form-config	https://www.sieferleundko.de/
sieferle-ko-bar-mannheim	Sieferle & KØ Bar	Germany	Mannheim	info@codepoetry.de	offsite	off-domain (codepoetry.de)	page-text	https://www.sieferleundko.de/
bar-seibert-kassel	Bar Seibert	Germany	Kassel	info@barseibert.de	venue	the venue's own domain	page-text	https://www.barseibert.de/Jobs/index.html
lobby-lounge-bar-berlin	Lobby Lounge & Bar	Germany	Berlin	hotel.adlon@kempinski.com	group	kempinski group or hotel inbox	cloudflare-obfuscated	https://www.kempinski.com/de/hotel-adlon
lobby-lounge-bar-berlin	Lobby Lounge & Bar	Germany	Berlin	meetings.adlon@kempinski.com	group	kempinski group or hotel inbox	cloudflare-obfuscated	https://www.kempinski.com/de/hotel-adlon
lobby-lounge-bar-berlin	Lobby Lounge & Bar	Germany	Berlin	restaurants.adlon@kempinski.com	group	kempinski group or hotel inbox	page-text	https://www.kempinski.com/de/hotel-adlon
lobby-lounge-bar-berlin	Lobby Lounge & Bar	Germany	Berlin	lorenz.adlon@kempinski.com	group	kempinski group or hotel inbox	page-text	https://www.kempinski.com/de/hotel-adlon
